	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
net3_cond62	0.7375376	0.2228324	0.5909237	0.6230987	0.5804837	0.5353961	0.1588652	0.6560207	0.307436	0.045883	0.5679086	0.1216297	0.4931943	0.44629	0.6129437	0.0448853	0.1380749	0.2103328	0.810503	0.2397609	0.6072635	0.6045902	0.6326588	0.5977108	0.4318545	0.031299	0.6482224	0.063153	0.4969678	0.5065799	0.4776482	3.61e-05	0.1777884	0.6366955	0.0039197	0.2761128	0.0016989	0.5044961	0.6294973	0.4515916	0.1219353	0.2935788	0.2025173	0.2503657	0.0018537	0.0981319	0.7172214	0.6999628	0.3552176	0.6893975	0.350013	0.4532088	0.4874417	0.6231884	0.3802736	0.0433719	0.6523629	0.067627	0.5800525	0.0440132	0.4525255	0.5483327	0.0807601	0.1899421	0.6322181	0.3238844	0.4141263	0.0122594	0.5657534	0.2441967	0.6223631	0.5108887	0.6003177	0.5629084	0.1091088	5.47e-05	0.3507094	0.3237776	0.2614279	0.6254099	0.1765981	0.4029506	0.5954819	0.4014428	0.0739034	0.3261488	0.0590325	0.1915515	0.2744607	0.0086703	0.0002551	0.2993282	0.4819916	0.0456625	0.1001479	0.0118849	0.0406993	0.5470387	0.6358619	0.0042537
net3_cond63	0.5995989	0.5841647	0.6568731	0.568786	0.2900644	0.6636954	0.3156525	0.6917787	0.6149764	0.2323184	0.4993589	0.3104429	0.363542	0.4049754	0.5830984	0.2206675	0.2471219	0.4282926	0.1488094	0.2092629	0.7907613	0.7035882	0.6075685	0.5636708	0.263588	0.0006603	0.8152454	0.0296182	0.0427088	0.7539035	0.5739542	0.3413387	0.1188942	0.5758502	0.00155	0.5570361	0.3034116	0.6297425	0.6944256	0.2756939	0.2109115	0.0103374	0.196878	0.4426417	0.1359649	0.0604467	0.5765965	0.5412417	0.502571	0.677233	0.0307052	0.5793392	0.1987327	0.620497	0.3647769	0.3266574	0.0694567	0.0552911	0.4906161	0.1742	0.5241883	0.5116386	0.0001476	0.5317014	0.2426611	0.5636438	0.5408932	0.0875158	0.1729472	0.5883275	0.673552	0.4730722	0.4065017	0.5989184	0.245218	0.0014815	0.532282	0.1237159	0.0037595	0.6435533	0.4084897	0.1830447	0.6098317	0.0004218	0.0018328	0.3411376	0.0145494	0.0188573	0.2805056	0.0424429	0.1939946	0.4779914	1.27e-05	0.2823712	0.1049106	0.2070439	0.6254437	0.6242416	0.61226	0.0250795
net3_cond64	0.4715146	0.667627	0.2171964	0.7095384	0.3925856	0.4674575	0.5552055	0.2668581	0.5348712	0.2354054	0.555833	0.3461561	0.3064667	0.4416194	0.6612546	0.2418185	0.2550487	0.5267841	0.6390264	0.1541236	0.5408397	0.2142907	0.5986946	0.5341789	0.1626444	0.0846758	0.5277843	0.0614841	0.0288075	0.7150421	0.8086565	0.2268621	0.4500494	0.260623	0.0051102	0.3384989	0.0079786	0.6567056	0.4435911	0.3800509	0.0111809	0.1228534	0.1094096	0.5162379	0.0532525	0.1134392	0.1706583	0.6495651	0.3335634	0.574554	0.142073	0.5170892	0.1955142	0.7143947	0.055227	0.5529963	0.6818544	0.0901557	0.4308538	0.0412047	0.0494236	0.4065291	0.2259052	0.5602874	0.647619	0.3527181	0.1084295	0.0168822	0.4698163	0.2902877	0.4103797	0.5654642	0.4627205	0.5503198	0.4771767	0.00963	0.483419	0.3604368	0.169908	0.5932965	0.3968729	0.4106129	0.5857814	0.2448603	0.0473104	0.317763	0.1406968	0.0328718	0.0461601	0.1559929	0.2324944	0.5474065	0.0073272	0.0138677	0.0757075	0.144221	0.5163399	0.6355903	0.5589834	0.2004896
net3_cond65	0.6117846	0.4566549	0.4246919	0.7033989	0.4197766	0.5432758	0.4129554	0.323228	0.243673	0.5438398	0.6039157	0.5938512	0.1824581	0.3702251	0.639823	0.5478938	0.2718221	0.0130423	0.7085624	0.0503227	0.3008717	0.5406206	0.4501348	0.6942335	0.6090999	0.0257275	0.5161287	0.0686197	0.5596875	0.5923958	0.3892045	0.3200061	0.7519978	0.194213	0.1570471	0.4803258	0.0027504	0.3599569	0.675285	0.1569372	0.1232185	0.3121802	0.1442234	0.5307354	0.0354326	0.0744874	0.6525895	0.7279623	0.2391576	0.5791599	0.5729629	0.6038804	0.5949031	0.5180121	0.4040189	0.0278905	0.6202419	0.0136003	0.6230512	0.3836608	0.1298308	0.6057612	0.0865261	0.3747181	0.636726	0.4206733	0.501377	0.0196589	0.1513092	0.4725926	0.545294	0.5362447	0.4868874	0.394339	0.4885253	0.013539	0.2256547	0.3220806	0.0183788	0.6848884	0.0014591	0.3670712	0.6414327	0.0046863	0.120003	0.4462836	0.0678058	0.104654	0.3831413	0.00161	0.0255472	0.1079002	0.1527992	0.020951	0.0264919	0.115177	0.0009959	0.6838884	0.5261088	0.0566338
net3_cond66	0.663141	0.4927066	0.6625546	0.6919415	0.612994	0.6901776	0.2589899	0.6113142	0.4424621	0.078134	0.4870387	0.3087573	0.3713297	0.4238355	0.6026529	0.161792	0.2285308	0.512505	0.7023017	0.2173572	0.5339618	0.0800429	0.6241711	0.6804818	0.0956477	0.0169352	0.5380429	0.0284714	0.3126196	0.7281557	0.3621014	0.0873151	0.0833103	0.4474702	0.1670148	0.6018707	0.1517021	0.4648093	0.356989	0.4306675	0.2491108	0.0460485	0.0710191	0.1964017	0.1184991	0.0373543	0.3140221	0.6771514	0.1995967	0.5798146	0.237615	0.631266	0.3026409	0.6006267	0.5720698	0.4086658	0.6396454	0.0322862	0.4073533	0.0762577	0.4427134	0.5694512	0.0494077	0.3894574	0.6709535	0.3252671	0.5956514	0.0622834	0.2572867	0.3035189	0.6565498	0.5972004	0.5515538	0.4726854	0.7260023	0.1348927	0.3129543	0.2937498	0.1674682	0.6046396	0.1819365	0.4078994	0.7297792	0.009752	0.1420035	0.4711648	0.1405539	0.5141489	0.2680103	0.0022517	0.041855	0.4328744	0.3261555	0.0277684	0.1514271	0.1623864	0.4941457	0.5671231	0.5874165	0.0217919
net3_cond67	0.6013538	0.1660985	0.5427388	0.6364361	0.6469261	0.6500004	0.3734921	0.6684921	0.3249065	0.1484133	0.4620326	0.0612845	0.701519	0.5854113	0.6117178	0.1362846	0.1269942	0.0040311	0.7196851	0.3359078	0.2979301	0.6647134	0.732123	0.64461	0.5709571	0.000925	0.4610028	0.069538	0.4316305	0.696937	0.5842691	0.0152685	0.5806394	0.5082721	0.0902637	0.436926	0.000237	0.3092476	0.4253781	0.4494054	0.5291972	0.3309934	0.0784416	0.2961269	0.1266479	0.1629782	0.7226442	0.6587728	0.2078738	0.2962391	0.4624438	0.5191096	0.3318664	0.6615501	0.3128444	0.0133215	0.6156714	0.0860052	0.6463856	0.2058282	0.2916258	0.2004078	0.045437	0.6691641	0.8205725	0.0301916	0.451747	0.1030771	0.1680822	0.0504053	0.6057653	0.4862605	0.4639689	0.5805506	0.5869968	0.3517911	0.5798688	0.417186	0.001222	0.4726674	0.0311896	0.2482108	0.5938156	0.0001182	0.4213036	0.4506513	0.5198026	0.3111287	0.2559661	0.001006	0.2897607	0.3015477	0.0005034	0.0520808	0.3471234	0.1979419	0.0372999	0.5542204	0.5635601	0.0170288
net3_cond68	0.4993345	0.109866	0.6489955	0.7104578	0.1526798	0.5996163	0.3890766	0.5869131	0.5665092	0.2965457	0.604311	0.2753761	0.4549245	0.4370042	0.6804512	0.1104819	0.0466649	0.4512094	0.6082146	0.1887743	0.5895508	0.6761729	0.5051773	0.7980932	0.1373986	0.0095164	0.5726789	0.0035966	0.1582309	0.6643994	0.7067802	0.6224728	0.029144	0.6310954	0.1873081	0.1458898	0.0009705	0.5658687	0.6235681	0.2072602	0.1635101	0.0796829	0.1167081	0.4071118	0.6779897	0.0662226	0.6963941	0.6085869	0.4185757	0.7028139	0.1341193	0.6992385	0.3202645	0.5680316	0.0793252	0.3997109	0.5908561	0.0535955	0.6423301	0.3811234	0.18697	0.4651122	8.84e-05	0.3146053	0.6159944	0.3896859	0.6515797	0.0	0.0255534	0.3356589	0.6021369	0.5512987	0.4198602	0.6260448	0.586963	2.47e-05	0.373991	0.272637	0.0755708	0.7458434	0.0955255	0.4460321	0.5828187	0.2587834	0.0011024	0.3503011	0.0544242	0.527682	0.0518457	0.0169488	0.340616	0.4212865	0.1888253	0.0003881	0.4737873	0.3901959	0.5135199	0.7648456	0.6298573	0.0104064
net3_cond69	0.4937112	0.5465774	0.4715643	0.50478	0.4988989	0.5763516	0.2935077	0.6718796	0.2333206	0.0141272	0.4543286	0.189014	0.3585056	0.4332275	0.5377233	0.4350461	0.1746761	0.0025746	0.5584445	0.3570975	0.3255818	0.402525	0.6430488	0.6720881	0.2908085	0.0405991	0.3954613	0.0239574	0.3471454	0.2504258	0.5658073	0.2133284	0.7056375	0.4876066	0.0825994	0.4463285	0.0020798	0.3650122	0.6749593	0.4525635	0.5783108	0.2326123	0.2383985	0.4437192	0.0789754	5e-06	0.7486575	0.6621695	0.3018956	0.4180487	0.5579646	0.5692406	0.2551031	0.5992928	0.3623041	1.07e-05	0.633683	0.138107	0.7561114	0.0122731	0.3672632	0.4870414	0.0015907	0.4234317	0.4886578	0.6084771	0.4771952	0.0114751	0.1664789	0.3625341	0.6684877	0.4353083	0.431667	0.6544907	0.5331977	2.23e-05	0.5620211	0.4068056	0.0687363	0.6323553	0.2348642	0.192074	0.476786	0.164449	0.0120137	0.1852991	0.0452486	0.052445	0.4134898	0.0164877	0.076388	0.1930758	4.14e-05	0.0289958	0.0045227	0.1170056	0.000656	0.6292075	0.601571	0.0054315
net3_cond70	0.8071707	0.1494439	0.5274984	0.6561454	0.6037575	0.6227497	0.313693	0.6250262	0.3199935	0.3906309	0.5881148	0.2102041	0.3919563	0.4970417	0.6627593	0.0379773	0.1674357	0.196115	0.7258532	0.2531138	0.6529101	0.6376084	0.7172836	0.477474	0.7152485	0.0035321	0.502765	0.0063765	0.3503643	0.7331177	0.5588721	3.97e-05	0.2785283	0.6743242	0.000434	0.4380608	0.0005149	0.4881855	0.6651685	0.37924	0.1367893	0.1801982	0.1186649	0.3188215	0.0005038	0.0430821	0.5569813	0.6985407	0.2449622	0.4799449	0.2034812	0.5045373	0.4194428	0.6848859	0.4106422	0.164552	0.6700934	0.0551165	0.6757487	0.0095669	0.4885398	0.5434346	0.0010819	0.561491	0.4230077	0.253641	0.4213433	0.077597	0.4437579	0.1957709	0.3091527	0.4971083	0.4951019	0.5793438	0.7858088	0.0004195	0.534361	0.147133	0.0863271	0.7300928	0.4620623	0.3835043	0.6872945	0.3615045	0.4498629	0.2990357	0.0286554	0.6349206	0.1752459	0.0025302	0.2832714	0.3179134	0.0001359	0.0493411	0.3189505	0.0115708	0.2126098	0.5741356	0.6390159	0.0019662
net3_cond71	0.4723616	0.529573	0.658708	0.3761544	0.5774492	0.6356616	0.2910271	0.5748048	0.4427117	0.1456085	0.5714816	0.3627905	0.445774	0.4908791	0.652417	0.1633339	0.0154536	0.5081555	0.4614113	0.2412179	0.6254079	0.5453337	0.3757113	0.5553149	0.0596621	0.0580482	0.7360797	0.0045367	0.0021939	0.6988078	0.5592113	6.5e-05	0.2388574	0.4945354	0.3212694	0.4414902	0.109085	0.6113501	0.679897	0.1830321	0.1822789	0.0453131	0.0246343	0.5136564	0.0341933	0.1221631	0.1983316	0.6651434	0.1892529	0.6116096	0.0767704	0.5780091	0.1441095	0.5513846	0.2949086	0.5346257	0.5736161	0.0288638	0.4427476	0.6647479	0.3902977	0.6050227	0.2987015	0.418044	0.2162365	0.3535806	0.3949481	0.0686792	0.0046492	0.5236815	0.676546	0.4095029	0.4458927	0.4549179	0.4597508	0.0008576	0.572903	0.031458	0.0187876	0.6707026	0.1503549	0.2495086	0.5299068	0.0220715	0.1162065	0.5629386	0.0108644	0.2519183	0.1961839	0.0806624	0.2431519	0.4953478	0.2047012	0.0899594	0.1643514	0.4084069	0.6843254	0.6779214	0.7313654	0.0283206
net3_cond72	0.5715598	0.6733468	0.5994946	0.450656	0.5652845	0.6622108	0.2789123	0.6801807	0.4548829	0.5002814	0.5763663	0.0411448	0.5464774	0.6883253	0.6067568	0.2082886	0.0231012	0.2962961	0.0707694	0.2394233	0.5657517	0.1978938	0.6458657	0.5294911	0.4526995	0.0404968	0.3814485	0.0361994	0.4996177	0.8902027	0.753709	0.0370358	0.1584322	0.6689068	0.1642557	0.3974146	0.3009588	0.416403	0.6790783	0.551699	0.5189769	0.2880881	0.0810798	0.342885	0.0232277	6.75e-05	0.613849	0.6841548	0.2683949	0.5081101	0.2414723	0.6981948	0.3672002	0.6004629	0.2534151	0.0176477	0.181819	0.0912929	0.6383132	0.6235485	0.3253929	0.4369046	0.1659167	0.3623178	0.5608758	0.2913131	0.6733818	0.0543843	0.0043023	0.1564138	0.5913451	0.4738927	0.4064693	0.5984257	0.6690542	0.4264406	0.4413917	0.2923378	0.0018728	0.80031	0.0001945	0.3401639	0.5198083	0.2173262	0.0238459	0.4574424	0.0706324	0.5522376	0.1525402	0.0039306	0.0003233	0.3841405	0.2577192	0.0019894	0.336465	0.5816839	0.0253797	0.6028314	0.5691108	0.0132773
net3_cond73	0.5948862	0.1437721	0.7399455	0.6006539	0.6185945	0.6848852	0.348311	0.615949	0.0350143	0.3885621	0.5833705	0.1368189	0.5460587	0.6655505	0.5995627	0.5024	0.1962532	0.0124644	0.6662225	0.0788972	0.5850536	0.55604	0.6652549	0.7003392	0.3780025	0.0325876	0.6656287	0.0206129	0.4958339	0.6933353	0.6443565	0.0013215	0.7788008	0.5827606	0.0791309	0.4928725	0.0002035	0.2595832	0.6010264	0.4529139	0.3640887	0.0927933	0.367831	0.4460343	0.0001864	0.0044081	0.6612054	0.7749414	0.2691067	0.6547231	0.4009684	0.5743976	0.623057	0.6339169	0.0610876	0.0390914	0.5820845	0.0924667	0.6427985	0.3062979	0.5081048	0.5659254	0.055514	0.5793237	0.6607156	0.3537926	0.5596194	0.0967504	0.385264	0.3166123	0.7043798	0.5749856	0.4594039	0.3016164	0.6448786	0.1572926	0.6370215	0.544817	0.0054727	0.8622984	0.1321831	0.3076027	0.5681246	0.0021283	0.0014354	0.7130515	0.1648506	0.3321802	0.3929965	0.0006642	0.0297097	0.0058182	1.56e-05	0.0633066	0.5606378	0.0072709	0.0090135	0.6180085	0.5687383	0.0210091
net3_cond74	0.5833039	0.4422027	0.4995537	0.7088352	0.4913026	0.6881973	0.2961262	0.5755642	0.4382723	0.3655264	0.5427655	0.2475143	0.5469875	0.6765136	0.4708632	0.3545406	0.2912507	0.1919033	0.4386861	0.3159306	0.0953229	0.4282148	0.8840203	0.6509288	0.5155211	0.0459173	0.4921773	0.0480967	0.3470567	0.5325203	0.2918986	0.1810793	0.1635439	0.7006634	0.0320214	0.7288317	0.0007632	0.5161399	0.6156459	0.3541488	0.286948	0.1344777	0.1493546	0.54775	0.0964494	0.0252067	0.367562	0.638255	0.5299993	0.2702916	0.0934876	0.4614682	0.3663856	0.6924341	0.1868375	0.1430496	0.4992372	0.037371	0.5673532	0.010588	0.4156561	0.4493596	0.0021705	0.1794867	0.6968227	0.4859485	0.5076235	0.0948503	0.4676692	0.577253	0.5977604	0.4600488	0.4996069	0.5409591	0.6856465	0.1820705	0.4398969	0.2195446	0.0306736	0.5417144	0.6089556	0.1453164	0.7642272	0.2120246	0.0664199	0.3802503	0.0243069	0.7599336	0.0443104	0.0005408	0.1137042	0.2543632	0.0947361	0.0364254	0.0231362	0.0773516	0.4367643	0.6058968	0.5287367	0.024055
net3_cond75	0.5122441	0.7398899	0.1955753	0.6675617	0.7263087	0.7084818	0.2937304	0.5420375	0.4318087	0.3388039	0.6163084	0.1234244	0.0829065	0.1746759	0.5711756	0.458467	0.1143701	0.5419847	0.6955878	0.239026	0.6338935	0.5680511	0.6565093	0.6509193	0.3232896	0.0739176	0.6442185	0.0519589	0.0865095	0.6656894	0.4689825	9e-07	0.0732944	0.7064984	0.3609197	0.1457638	3.54e-05	0.4355305	0.4870363	0.5396191	0.0319268	0.1822433	0.0458159	0.0910705	9.71e-05	0.161468	0.6633013	0.7076064	0.1788244	0.6180659	0.2387199	0.5317535	0.2729521	0.5851141	0.258799	0.3867376	0.7079855	0.0136216	0.3406869	0.1743756	0.0578679	0.5862672	0.0017252	0.1017844	0.7096394	0.2550114	0.2035367	0.0041649	0.1697569	0.2795867	0.6892372	0.7493329	0.519702	0.5461617	0.2974168	0.0967297	0.3657862	0.0865333	0.1573542	0.7241807	0.1144801	0.6724061	0.6378247	0.0272195	0.4891315	0.3209812	0.2152631	0.2711846	0.1375987	0.0004676	0.0038066	0.4872787	0.018368	0.0404097	0.3785912	0.0071313	0.6414832	0.6032401	0.6802318	0.013355
net3_cond76	0.6650457	0.1573288	0.6167481	0.6391011	0.3531312	0.5260723	0.3777351	0.6034859	0.4382882	0.4352105	0.6925761	0.2522324	0.5322652	0.5060792	0.5498162	0.6593206	0.0255119	0.262221	0.6392895	0.2287132	0.4176565	0.6178488	0.5506439	0.5780968	0.4838323	0.0498191	0.4762392	0.0228126	0.4482447	0.6182401	0.5538825	0.5465042	0.1252317	0.5378443	0.0002384	0.5492216	0.0290117	0.2308372	0.6689101	0.5559447	0.3690922	0.0312793	0.1575597	0.139905	0.28239	0.1572078	0.7111916	0.5664991	0.5063963	0.5813624	0.4919221	0.5810271	0.3697348	0.5917087	0.2573513	0.026388	0.6311471	0.0868087	0.6471411	0.1507715	0.2121103	0.508519	0.0014507	0.2994025	0.7046822	0.3114023	0.491371	0.0650348	0.265325	0.26302	0.694253	0.544123	0.5804403	0.6330483	0.494269	0.0598292	0.5744212	0.1433068	0.3211688	0.6565582	0.235368	0.2965791	0.6512887	0.2469194	0.3262229	0.3900375	0.0637135	0.3164091	0.195484	1.08e-05	0.1721577	0.3344412	0.00063	0.002902	0.1300932	0.189877	0.0259553	0.7034792	0.5933531	0.0097962
net3_cond77	0.5539632	0.376473	0.614744	0.5343213	0.7110734	0.6046583	0.2694884	0.7285163	0.1906668	0.4246519	0.5931265	0.1119412	0.5001538	0.5693178	0.5560977	0.4394283	0.0724695	0.0129644	0.6107744	0.2239792	0.634285	0.5286538	0.6320467	0.6236021	0.4859239	0.1376362	0.3924438	0.0497123	0.504539	0.552836	0.6990621	0.0049757	0.2189116	0.6428615	0.2215924	0.6578033	0.2062035	0.2733496	0.5705135	0.2619174	0.4501805	0.3010047	0.361367	0.3075923	0.1125925	0.0506321	0.6470858	0.57223	0.4159993	0.6733821	0.4663212	0.4394539	0.5527939	0.6276146	0.5144135	0.0365757	0.7106749	0.0922191	0.7742741	0.1650747	0.3551026	0.3813009	0.0015367	0.5024418	0.4780781	0.4299705	0.5718648	0.0986583	0.0674911	0.6638374	0.6607008	0.5199526	0.4254274	0.4417597	0.6010318	0.0017444	0.6539543	0.2888763	0.0006946	0.5955817	0.2326551	0.1181704	0.6358467	0.0004325	0.1888294	0.3140736	0.3824987	0.5600147	0.3040021	0.0005755	0.2650378	0.1550461	0.0578471	0.0566603	0.4477274	0.3031671	0.0111893	0.6223991	0.591088	0.0027001
net3_cond78	0.6280827	0.2100949	0.4326668	0.7932557	0.6638044	0.5917732	0.225368	0.5092819	0.4126046	0.3332253	0.5355653	0.1055015	0.3878683	0.4306975	0.6565772	0.2678714	0.1403379	0.3586858	0.705972	0.1442293	0.5726737	0.012419	0.5289858	0.6438586	0.1325956	0.0003116	0.5627219	0.0167907	0.4911617	0.5983679	0.4712105	0.0002317	0.0799156	0.6481424	0.1808395	0.0277664	0.3959795	0.6438874	0.4799406	0.3864948	0.12555	0.1474483	0.1118404	0.0916227	4.19e-05	0.1748674	0.5073484	0.6989005	0.3010784	0.6477829	0.1138306	0.7476042	0.4593763	0.6406524	0.6536926	0.3922152	0.6475859	0.0110182	0.5612022	0.1693157	0.264337	0.5310289	0.001117	0.1532237	0.7513098	0.357441	0.3774297	0.0057261	0.4414405	0.3227854	0.652268	0.7029451	0.4137581	0.1747951	0.6394264	0.4778832	0.2722464	0.1271078	0.0206886	0.5413831	0.3155651	0.4287479	0.4276231	0.0382641	0.0545243	0.313773	0.0378932	0.2115862	0.2166078	0.0510897	0.100704	0.2424803	5.54e-05	0.0067384	0.2359535	0.0256287	0.5292949	0.3035026	0.666609	0.0124596
net3_cond79	0.6089165	0.6182298	0.5682738	0.7688179	0.7124463	0.5584352	0.4067386	0.7144964	0.2748101	0.0245393	0.6178724	0.1298468	0.6949551	0.699896	0.6238979	0.5076283	0.0514927	0.0439227	0.5554657	0.4064128	0.5521667	0.6089327	0.8606313	0.6434462	0.4872909	0.0595363	0.4101207	0.0179119	0.5204878	0.3521292	0.5855097	0.0296557	0.600215	0.600551	0.2760202	0.5777669	0.0005116	0.305851	0.605159	0.3721956	0.6081184	0.2187818	0.0768093	0.1965254	0.0039242	0.1212195	0.4392634	0.7234957	0.3361333	0.3546245	0.4799375	0.6460182	0.3394306	0.6559794	0.2410773	0.0505784	0.6660687	0.0965923	0.5084995	0.00077	0.4490018	0.518568	0.0500194	0.4746259	0.6531388	0.5589138	0.4400573	0.0147065	0.2762981	0.2188091	0.4778934	0.4273417	0.7065078	0.5721398	0.6140834	0.0541743	0.5333758	0.3546323	0.2134558	0.5574037	0.6085965	0.1455887	0.609072	0.0005107	0.1774404	0.5056801	0.1201812	0.517267	0.2476006	0.0005371	0.0386085	0.2670855	0.1452349	0.0002354	0.5450994	0.0235252	0.0137064	0.672037	0.4939047	0.0159855
net3_cond80	0.7318056	0.4236065	0.4194723	0.3311764	0.7092862	0.0955252	0.2750548	0.5724857	0.520547	0.0656668	0.6259366	0.0609533	0.6132841	0.4011605	0.5858682	0.0004818	0.10045	0.2644857	0.7045965	0.2737359	0.4191762	0.5435946	0.5753047	0.7461354	0.1229429	0.3214871	0.5883374	0.0533432	0.0006328	0.6267772	0.5980803	0.0	0.4226206	0.7337698	0.349155	0.5164551	0.0502323	0.6072017	0.7100381	0.4098179	0.2887066	0.0270496	0.1931529	0.6096771	0.0	6e-07	0.0416721	0.6751735	0.4700902	0.3114293	0.0982587	0.5362904	0.1904664	0.5848217	0.2019906	0.12736	0.6434527	0.0433104	0.5048741	0.0	0.3297832	0.6666462	0.0010591	0.1468223	0.4249438	0.2519351	0.5552519	0.148115	0.075039	0.3016845	0.6118486	0.4607169	0.450078	0.5483821	0.3280075	0.3596587	0.3296735	0.4364916	0.074997	0.7013787	0.6157111	0.2162358	0.6675444	0.0720245	0.0336843	0.3781499	0.1388972	0.0022751	0.1892843	0.0045521	0.1210745	0.5510833	0.0010283	0.0747539	0.185648	0.0	0.4388135	0.7231493	0.5427203	0.1673607
net3_cond81	0.6166806	0.4635016	0.6844878	0.6771135	0.5520613	0.5184487	0.2991686	0.5673285	0.2777479	0.0475686	0.5819677	0.1511577	0.3625568	0.4465513	0.7032526	0.1070248	0.2294105	0.0458281	0.5948288	0.0879993	0.5320705	0.5784127	0.7243189	0.6726762	0.3180166	0.0829739	0.4501781	0.05763	0.5111351	0.6471851	0.6760636	0.3641554	0.4905778	0.6444112	0.0582086	0.2972237	0.0010092	0.1958778	0.5702703	0.4635802	0.4515543	0.3587886	0.0632183	0.5482526	0.2282378	0.1573051	0.2278807	0.6190707	0.0	0.4880005	0.6125879	0.5089753	0.5359433	0.6340443	0.6834606	0.1162186	0.6365744	0.0324775	0.6685307	0.1406559	0.4061922	0.6822555	0.0097832	0.4457583	0.3932427	0.3048413	0.5030635	0.0419621	0.0933881	0.3361545	0.60786	0.5531414	0.4857382	0.4723764	0.8075032	0.170999	0.6825996	0.4253246	0.0003599	0.6774664	0.0050487	0.2511557	0.6399732	0.5968511	0.3083383	0.6187031	0.333219	0.1557525	0.5351731	0.0031362	0.0757008	0.1662892	0.0009229	0.0078602	0.3382135	0.2051022	0.0729993	0.6503863	0.6415887	0.0017341
net3_cond82	0.5725324	0.5296432	0.5172685	0.548516	0.3956219	0.4942606	0.1169605	0.6502971	0.2562566	0.3120076	0.5753479	0.2547375	0.3631865	0.2232722	0.664484	0.2105521	0.050114	0.3078104	0.5839323	0.2173261	0.6097539	0.561513	0.5932242	0.6633486	0.3957372	0.0765449	0.5786283	0.0535433	0.5646864	0.5839496	0.6162471	0.4556966	0.0957991	0.5949592	0.0159483	0.6214803	0.4687575	0.3577197	0.5024603	0.3562535	0.5278408	0.2316705	0.2583949	0.3435543	0.5270895	0.0007078	0.3761091	0.5371808	0.3117216	0.6648583	0.4056117	0.5039286	0.4631485	0.6856628	0.5095477	0.3017863	0.582688	0.0783695	0.5110204	0.0604281	0.4963404	0.8204367	0.1255934	0.1395751	0.6061656	0.3407026	0.5970271	0.1004068	0.411093	0.5459665	0.4805066	0.4917155	0.3270802	0.5979281	0.2233764	0.0938111	0.5927897	0.4017987	0.3878357	0.7488183	0.0718796	0.1476114	0.581783	5.54e-05	0.2366657	0.2874947	0.3990342	0.2316033	0.2676417	0.0006423	0.0552364	0.3038406	0.1619084	0.0560397	0.0874743	0.0483088	0.5025596	0.749407	0.7228788	0.001332
net3_cond83	0.4966554	0.1110366	0.5997716	0.1601294	0.5982966	0.565596	0.2841335	0.5502615	0.5710063	0.0208289	0.505787	0.2432575	0.531672	0.7704406	0.6858938	0.2329651	0.3475303	0.0358335	0.5115665	0.1793958	0.3702498	0.610471	0.6707259	0.6201051	0.424104	0.0607194	0.6401237	0.0420065	0.1308496	0.7750815	0.4295835	0.0286463	0.6148981	0.6872257	0.0059312	0.5905289	0.0010186	0.5389932	0.4740314	0.2970659	0.3127769	0.0339054	0.1398939	0.4392667	0.2360131	0.0031765	0.6356864	0.5808435	0.5071858	0.6580658	0.0511962	0.6219922	0.3281478	0.6060252	0.0791907	0.0412391	0.6013624	0.0193026	0.5008395	0.0018036	0.6021702	0.677796	0.142344	0.3562539	0.4487452	0.3640284	0.6528263	0.114979	0.5399849	0.4588327	0.5599548	0.2958068	0.4557539	0.5092303	0.5661351	0.1092167	0.4796114	0.0544147	0.0053185	0.6823281	0.6147692	0.1650831	0.6001896	0.2449706	0.1810602	0.3962999	0.1200637	0.4125012	0.077235	0.0005735	0.0027974	0.4423529	0.0010623	0.0404075	0.3178264	0.0731685	0.3506256	0.6546505	0.5368776	0.0166786
